Начало,56.03864,37.165744
Конец,56.039602,37.163808
шаг,1,
148.6981132,,
160.7181818,,
215.3666667,,
213,,
206.2736842,,
193.6363636,,
199.5189873,,
239.9620253,,
227.2,,
237.85,,
204.9622642,,
201.1666667,,
205.1111111,,
207.675,,
243.4285714,,
171,,
228.5853659,,
182.1304348,,
159.75,,
170.4,,
155.6538462,,
158.6632653,,
184.9736842,,
166.5769231,,
152.5970149,,
133.9484536,,
129.93,,
134.1111111,,
120.2823529,,
123.54,,
129.0909091,,
122.475,,
120.5131579,,
168.27,,
155.49,,
155.6538462,,
154.9090909,,
135.5454545,,
144.84,,
116.3307692,,
116.3814433,,
118.48125,,
109.5428571,,
115.9666667,,
129.4384615,,
125.8636364,,
108.1384615,,
109.097561,,
91.59,,
88.24285714,,
90.91463415,,
93.72,,
120.7,,
119.1785714,,
112.89,,
133.125,,
143.109375,,
154.6438356,,
190.8125,,
193.6363636,,
181.05,,
218.6052632,,
254.1052632,,
217.3469388,,
229.3846154,,
218.6052632,,
225.2413793,,
235.9384615,,
148.6046512,,
182.5714286,,
177.5,,
197.7857143,,
213,,
191.7,,
178.1454545,,
194.7428571,,
157.8705882,,
177.9176471,,
187.44,,
